Transaction ID,Date,Month,Quarter,Year,Region,Country,City,Business Unit,Department,Product Category,Product Name,Customer Segment,Sales Channel,Revenue,Cost of Goods Sold (COGS),Operating Expense,Marketing Expense,Discount,Tax,Profit,Profit Margin,Budget,Actual Sales
TXN-16754,2024-09-18,September,Q3,2024,North America,USA,San Francisco,Financial Services,Marketing,Professional Consulting,Implementation Services,SMB,Reseller Network,28763.99,14169.23,4742.29,4014.45,163.06,1231.86,4606.16,16.01,31159.14,28763.99
TXN-16755,2024-09-18,September,Q3,2024,Latin America,Brazil,Sao Paulo,Digital Services,Customer Support,Hardware Systems,Edge Compute Node,Enterprise,Reseller Network,54311.62,33159.71,9157.6,7670.57,1.45,1084.68,3239.06,5.96,58623.31,54311.62
TXN-16756,2024-09-18,September,Q3,2024,North America,USA,Chicago,Financial Services,Sales,Electronics,UltraBook Enterprise,Enterprise,Online Store,10245.83,6270.8,1636.37,1353.31,1467.37,227.2,758.15,7.4,9473.93,10245.83
TXN-16757,2024-09-18,September,Q3,2024,Europe,UK,London,Financial Services,Engineering,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,11855.26,6623.65,1627.89,1763.13,152.4,412.0,1428.59,12.05,12043.69,11855.26
TXN-16758,2024-09-19,September,Q3,2024,North America,USA,San Francisco,Consumer Goods,Marketing,Hardware Systems,Storage Array V2,Consumer,Online Store,93091.62,47796.86,16980.43,14650.54,2417.01,2496.16,11167.63,12.0,88964.83,93091.62
TXN-16759,2024-09-19,September,Q3,2024,Latin America,Colombia,Bogota,Digital Services,Marketing,Cloud Infrastructure,Load Balancer Cluster,Consumer,Reseller Network,54072.43,17156.79,8763.05,9883.36,7447.75,3453.31,14815.92,27.4,47586.71,54072.43
TXN-16760,2024-09-19,September,Q3,2024,Europe,France,Paris,Financial Services,Customer Support,Professional Consulting,Implementation Services,Consumer,Direct Sales,10724.45,4873.76,1386.86,2108.03,275.38,432.96,1922.84,17.93,10692.64,10724.45
TXN-16761,2024-09-19,September,Q3,2024,Asia Pacific,Singapore,Singapore,Consumer Goods,Customer Support,Electronics,Wireless Headset Pro,Consumer,Partner Channel,15761.25,10940.57,3012.61,2906.92,181.25,154.52,-1253.37,-7.95,14154.48,15761.25
TXN-16762,2024-09-19,September,Q3,2024,Europe,Netherlands,Amsterdam,Digital Services,Customer Support,Electronics,4K Display Monitor,Consumer,Partner Channel,10878.9,6364.46,2112.84,1569.14,523.62,217.59,614.87,5.65,9706.27,10878.9
TXN-16763,2024-09-19,September,Q3,2024,Europe,UK,London,Digital Services,Operations,Software Services,AI Analytics Platform,Enterprise ,Online Store,48094.85,8290.31,10272.49,7926.83,5307.1,4896.94,16708.28,34.74,51315.84,48094.85
TXN-16764,2024-09-19,September,Q3,2024,North America,USA,Chicago,Digital Services,Operations,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Direct Sales,70403.88,21135.52,15437.88,10676.52,6846.32,4095.97,19057.99,27.07,75203.4,70403.88
TXN-16765,2024-09-19,September,Q3,2024,Middle East & Africa,UAE,Dubai,Consumer Goods,Marketing,Electronics,4K Display Monitor,Mid-Market,Online Store,18055.76,10944.7,2881.41,3446.84,231.44,460.9,321.91,1.78,19143.76,18055.76
TXN-16766,2024-09-19,September,Q3,2024,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Online Store,64960.28,24136.46,7653.48,8619.17,555.41,5109.44,19441.73,29.93,63389.5,64960.28
TXN-16767,2024-09-19,September,Q3,2024,Middle East & Africa,UAE,Dubai,Digital Services,Operations,Electronics,UltraBook Enterprise,SMB,Online Store,4749.31,3258.92,478.15,761.53,139.5,115.2,135.51,2.85,4645.7,4749.31
TXN-16768,2024-09-19,September,Q3,2024,Europe,Germany,Frankfurt,Financial Services,Operations,Software Services,AI Analytics Platform,SMB,Online Store,23495.4,5398.78,3488.49,4463.96,1925.51,2320.67,7823.5,33.3,25158.49,23495.4
TXN-16769,2024-09-19,September,Q3,2024,Asia Pacific,Singapore,Singapore,Financial Services,Sales,Electronics,UltraBook Enterprise,SMB,Direct Sales,12489.47,7892.63,1462.37,1971.43,1727.93,525.35,637.69,5.11,11249.61,12489.47
TXN-16770,2024-09-19,September,Q3,2024,Europe,UK,London,Digital Services,Marketing,Electronics,Smart Hub Pro,Mid-Market,Reseller Network,10939.91,6059.89,1696.07,1453.85,942.08,471.47,1258.63,11.5,11415.22,10939.91
TXN-16771,2024-09-19,September,Q3,2024,Europe,Netherlands,Amsterdam,Consumer Goods,Sales,Professional Consulting,24/7 Premium Support,SMB,Direct Sales,12737.67,5284.74,2596.55,2292.68,183.74,583.78,1979.92,15.54,12774.09,12737.67
TXN-16772,2024-09-19,September,Q3,2024,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,Mid-Market,Direct Sales,55513.15,18140.34,11212.66,10095.38,8167.98,2540.36,13524.41,24.36,61435.35,55513.15
TXN-16773,2024-09-19,September,Q3,2024,Asia Pacific,Singapore,Singapore,Financial Services,Marketing,Hardware Systems,Network Switch 48P,Enterprise,Direct Sales,94026.35,53966.42,16979.31,14923.22,6680.06,3346.21,4811.19,5.12,92554.59,94026.35
TXN-16774,2024-09-20,September,Q3,2024,North America,USA,New York,Financial Services,Sales,Hardware Systems,Network Switch 48P,Enterprise,Direct Sales,53697.11,30152.07,7131.37,7772.2,2049.44,1494.86,7146.61,13.31,48385.76,53697.11
TXN-16775,2024-09-20,September,Q3,2024,Latin America,Mexico,Mexico City,Consumer Goods,Marketing,Software Services,AI Analytics Platform,Enterprise,Direct Sales,13115.26,3328.81,2604.5,2136.51,331.8,816.44,4229.0,32.24,14131.73,13115.26
TXN-16776,2024-09-20,September,Q3,2024,Europe,UK,London,Consumer Goods,Marketing,Software Services,AI Analytics Platform,Enterprise,Direct Sales,18233.09,4693.32,2565.42,2887.17,158.04,1845.32,6241.86,34.23,17838.99,18233.09
TXN-16777,2024-09-20,September,Q3,2024,Asia Pacific,India,Mumbai,Financial Services,Sales,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Partner Channel,41276.18,16105.43,7768.06,5248.49,4268.48,2135.97,10018.23,24.27,45539.89,41276.18
TXN-16778,2024-09-20,September,Q3,2024,Latin America,Brazil,Sao Paulo,Digital Services,Customer Support,Cloud Infrastructure,Dedicated Cloud Compute,Mid-Market,Partner Channel,19212.76,8534.5,2878.05,2979.25,1483.6,930.7,3890.26,20.25,19915.38,19212.76
TXN-16779,2024-09-20,September,Q3,2024,North America,USA,Chicago,Digital Services,Sales,Cloud Infrastructure,Object Storage Multi-Region,SMB,Online Store,19823.67,6911.21,4086.4,3434.83,2572.98,1480.88,3910.35,19.73,19953.39,19823.67
TXN-16780,2024-09-20,September,Q3,2024,Europe,Germany,Frankfurt,Digital Services,Engineering,Professional Consulting,Advisory Subscription,Enterprise,Online Store,28849.06,12295.96,4917.32,5760.27,4164.84,1341.9,4533.61,15.71,26797.06,28849.06
TXN-16781,2024-09-20,September,Q3,2024,Middle East & Africa,UAE,Dubai,Enterprise Solutions,Marketing,Electronics,Smart Hub Pro,Mid-Market,Online Store,11932.7,8030.69,2481.39,1600.15,654.48,220.16,-399.69,-3.35,12494.37,11932.7
TXN-16782,2024-09-20,September,Q3,2024,Latin America,Mexico,Mexico City,Digital Services,Engineering,Software Services,SaaS ERP License,Enterprise,Online Store,39169.75,10723.7,6740.08,6690.66,893.65,1871.89,13143.42,33.56,35427.56,39169.75
TXN-16783,2024-09-20,September,Q3,2024,North America,Canada,Toronto,Enterprise Solutions,Sales,Electronics,UltraBook Enterprise,SMB,Direct Sales,3929.26,2451.66,454.03,520.41,569.99,132.47,370.69,9.43,3556.76,3929.26
TXN-16784,2024-09-20,September,Q3,2024,North America,Canada,Toronto,Enterprise Solutions,Engineering,Software Services,CyberShield Security,Mid-Market,Direct Sales,21547.86,4518.45,4410.8,3728.17,1703.93,1517.94,7372.5,34.21,19326.04,21547.86
TXN-16785,2024-09-21,September,Q3,2024,Latin America,Brazil,Sao Paulo,Consumer Goods,Operations,Software Services,SaaS ERP License,SMB,Reseller Network,46815.16,9206.9,9513.59,5835.68,4812.21,2596.24,19662.75,42.0,41338.56,46815.16
TXN-16786,2024-09-21,September,Q3,2024,North America,USA,Chicago,Digital Services,Sales,Electronics,Smart Hub Pro,Consumer,Online Store,2163.27,1408.46,431.36,309.1,102.96,47.6,-33.25,-1.54,2321.36,2163.27
TXN-16787,2024-09-21,September,Q3,2024,Europe,France,Paris,Financial Services,Marketing,Hardware Systems,Server Rack X1,Enterprise,Online Store,77750.84,42306.76,9891.75,13862.2,2098.54,2348.65,9341.48,12.01,73252.8,77750.84
TXN-16788,2024-09-21,September,Q3,2024,Latin America,Mexico,Mexico City,Consumer Goods,Operations,Electronics,Wireless Headset Pro,SMB,Reseller Network,9642.61,6695.28,1993.34,1435.39,729.86,130.81,-612.21,-6.35,10278.66,9642.61
TXN-16789,2024-09-21,September,Q3,2024,Europe,France,Paris,Enterprise Solutions,Customer Support,Hardware Systems,Storage Array V2,SMB,Online Store,20602.03,11194.22,3734.74,3304.18,2454.68,677.05,1691.84,8.21,18698.82,20602.03
TXN-16790,2024-09-21,September,Q3,2024,North America,USA,New York,Financial Services,Operations,Electronics,4K Display Monitor,SMB,Reseller Network,2919.64,2067.74,467.79,442.24,62.13,49.29,-107.42,-3.68,3046.96,2919.64
TXN-16791,2024-09-21,September,Q3,2024,North America,USA,San Francisco,Consumer Goods,Sales,Electronics,UltraBook Enterprise,Mid-Market,Reseller Network,3611.02,2545.15,731.45,602.94,358.76,38.48,-307.0,-8.5,4000.0,3611.02
TXN-16792,2024-09-21,September,Q3,2024,North America,Canada,Toronto,Financial Services,Engineering,Electronics,Smart Hub Pro,Enterprise,Direct Sales,4841.32,3467.86,606.01,724.69,216.44,137.06,-94.3,-1.95,4975.95,4841.32
TXN-16793,2024-09-21,September,Q3,2024,Europe,France,Paris,Financial Services,Operations,Electronics,Smart Hub Pro,Mid-Market,Online Store,13902.16,7670.09,2119.71,2759.57,1363.25,484.78,868.01,6.24,12801.48,13902.16
TXN-16794,2024-09-22,September,Q3,2024,Europe,UK,London,Digital Services,Operations,Professional Consulting,Advisory Subscription,Enterprise,Partner Channel,18381.39,9134.47,1974.05,3358.76,2732.89,973.78,2940.33,16.0,20289.57,18381.39
TXN-16795,2024-09-22,September,Q3,2024,Latin America,Mexico,Mexico City,Consumer Goods,Operations,Software Services,SaaS ERP License,Consumer,Direct Sales,8806.86,1657.77,1302.99,1219.97,204.71,764.1,3862.03,43.85,9433.37,8806.86
TXN-16796,2024-09-22,September,Q3,2024,Asia Pacific,Japan,Tokyo,Digital Services,Sales,Software Services,CyberShield Security,Enterprise,Direct Sales,22741.39,5789.05,2959.23,3061.79,899.26,1891.49,9039.83,39.75,24785.83,22741.39
TXN-16797,2024-09-22,September,Q3,2024,North America,USA,Chicago,Consumer Goods,Marketing,Professional Consulting,Advisory Subscription,,Reseller Network,6249.4,3349.87,838.25,,317.28,179.33,970.56,15.53,6667.29,6249.4
TXN-16798,2024-09-22,September,Q3,2024,North America,USA,New York,Enterprise Solutions,Engineering,Cloud Infrastructure,Object Storage Multi-Region,SMB,Direct Sales,54219.45,18521.76,11713.01,10556.12,2454.51,1989.28,11439.28,21.1,56136.39,54219.45
TXN-16799,2024-09-23,September,Q3,2024,North America,USA,San Francisco,Enterprise Solutions,Engineering,Professional Consulting,24/7 Premium Support,Consumer,Direct Sales,16790.3,9075.46,2576.76,2329.07,1045.64,591.41,2217.6,13.21,17949.65,16790.3
TXN-16800,2024-09-23,September,Q3,2024,Europe,Germany,Frankfurt,Financial Services,Operations,Cloud Infrastructure,Dedicated Cloud Compute,Consumer,Online Store,10696.08,4172.46,1670.02,2089.18,1421.39,824.96,1939.46,18.13,11421.93,10696.08
TXN-16801,2024-09-23,September,Q3,2024,North America,USA,San Francisco,Financial Services,Sales,Hardware Systems,Storage Array V2,Mid-Market,Direct Sales,18147.7,9983.58,1857.28,2651.72,,673.31,2981.81,16.43,20021.95,18147.7
TXN-16802,2024-09-23,September,Q3,2024,middle east & africa,Saudi Arabia,Riyadh,Enterprise Solutions,Sales,Professional Consulting,Implementation Services,Mid-Market,Online Store,10095.09,4641.94,1526.12,1708.0,1347.16,555.76,1663.27,16.48,10540.11,10095.09
TXN-16803,2024-09-23,September,Q3,2024,Asia Pacific,Japan,Tokyo,Consumer Goods,Engineering,Software Services,SaaS ERP License,Enterprise ,Online Store,25029.51,6418.08,3488.69,4718.63,1442.44,2721.15,7682.96,30.7,24879.79,25029.51
TXN-16804,2024-09-23,September,Q3,2024,Latin America,Colombia,Bogota,Digital Services,Operations,Software Services,Cloud Database Engine,Mid-Market,Reseller Network,15783.88,2834.35,2372.85,2547.68,1519.53,1157.9,6871.1,43.53,14893.43,15783.88
TXN-16805,2024-09-23,September,Q3,2024,Latin America,Colombia,Bogota,Digital Services,Engineering,Hardware Systems,Storage Array V2,Enterprise,Direct Sales,18213.46,10635.92,3856.56,2995.44,968.96,386.43,339.11,1.86,18276.77,18213.46
TXN-16806,2024-09-23,September,Q3,2024,Europe,Netherlands,Amsterdam,Enterprise Solutions,Operations,Software Services,AI Analytics Platform,SMB,Online Store,22242.73,3847.61,4196.89,3918.56,2825.63,2531.36,7748.31,34.84,20172.09,22242.73
TXN-16807,2024-09-23,September,Q3,2024,North America,USA,San Francisco,Consumer Goods,Customer Support,Electronics,Smart Hub Pro,SMB,Direct Sales,15383.6,8943.86,2101.54,2729.76,1764.36,438.51,1169.93,7.61,15034.24,15383.6
TXN-16808,2024-09-23,September,Q3,2024,North America,USA,San Francisco,Enterprise Solutions,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Online Store,36697.13,13838.04,4303.83,4522.53,347.71,3289.52,10743.21,29.28,32944.63,36697.13
TXN-16809,2024-09-23,September,Q3,2024,Europe,France,Paris,Digital Services,Customer Support,Electronics,UltraBook Enterprise,Mid-Market,Partner Channel,17050.19,11954.76,2595.28,2784.42,2048.37,349.71,-633.98,-3.72,16461.14,17050.19
TXN-16810,2024-09-23,September,Q3,2024,Middle East & Africa,UAE,Dubai,Financial Services,Sales,Electronics,UltraBook Enterprise,Enterprise,Online Store,14821.3,8832.36,2205.29,1958.11,1559.78,581.7,1243.84,8.39,14805.61,14821.3
TXN-16811,2024-09-23,September,Q3,2024,asia pacific,India,Mumbai,Financial Services,Sales,Software Services,AI Analytics Platform,Enterprise,Partner Channel,8957.11,1983.54,1933.97,1580.18,1341.71,601.15,2858.27,31.91,8726.9,8957.11
TXN-16812,2024-09-23,September,Q3,2024,North America,USA,San Francisco,Consumer Goods,Engineering,Electronics,4K Display Monitor,Enterprise,Online Store,17445.46,11855.96,2249.4,2470.35,809.18,298.17,571.58,3.28,19505.2,17445.46
TXN-16813,2024-09-24,September,Q3,2024,Asia Pacific,Singapore,Singapore,Financial Services,Engineering,Software Services,CyberShield Security,Enterprise,Online Store,36551.32,10185.51,7292.36,6336.81,1452.84,1834.72,10901.92,29.83,36949.94,36551.32
TXN-16814,2024-09-24,September,Q3,2024,Latin America,Mexico,Mexico City,Financial Services,Engineering,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Online Store,59859.51,26534.06,8603.99,10797.63,1904.55,3019.62,10904.21,18.22,63064.83,59859.51
TXN-16815,2024-09-24,September,Q3,2024,North America,USA,San Francisco,Financial Services,Engineering,Software Services,CyberShield Security,Enterprise,Partner Channel,50363.14,14986.81,5239.03,8315.22,6662.49,4614.18,17207.9,34.17,54646.13,50363.14
TXN-16816,2024-09-24,September,Q3,2024,Asia Pacific,Australia,Sydney,Digital Services,Operations,Hardware Systems,Storage Array V2,SMB,Reseller Network,33956.04,20930.69,7013.82,6704.12,2274.24,739.95,-1432.54,-4.22,30653.38,33956.04
TXN-16817,2024-09-24,September,Q3,2024,Middle East & Africa,Saudi Arabia,Riyadh,Digital Services,Operations,Electronics,4K Display Monitor,Enterprise,Reseller Network,11921.02,7838.06,1788.64,2017.24,287.04,401.36,-124.28,-1.04,13195.71,11921.02
TXN-16818,2024-09-24,September,Q3,2024,Latin America,Colombia,Bogota,Financial Services,Engineering,Electronics,Smart Hub Pro,SMB,Reseller Network,8808.03,5775.23,1109.59,1385.69,143.0,287.59,249.93,2.84,9384.63,8808.03
TXN-16819,2024-09-25,September,Q3,2024,Europe,Germany,Frankfurt,Digital Services,Marketing,Professional Consulting,Advisory Subscription,Mid-Market,Online Store,18367.96,8319.32,3639.23,3569.07,853.44,781.54,2058.8,11.21,17716.92,18367.96
TXN-16820,2024-09-25,September,Q3,2024,Latin America,Colombia,Bogota,Consumer Goods,Marketing,Electronics,Smart Hub Pro,SMB,Online Store,7896.21,4889.15,1570.5,1460.63,,236.72,-260.79,-3.3,7080.28,7896.21
TXN-16821,2024-09-25,September,Q3,2024,Asia Pacific,Australia,Sydney,Consumer Goods,Marketing,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Online Store,32443.8,10923.07,3580.4,4040.91,1715.16,1859.58,12039.84,37.11,32402.49,32443.8
TXN-16822,2024-09-25,September,Q3,2024,Europe,UK,London,Financial Services,Sales,Electronics,UltraBook Enterprise,Enterprise,Reseller Network,8975.05,5832.26,1159.99,1227.58,905.76,351.49,403.73,4.5,9854.7,8975.05
TXN-16823,2024-09-25,September,Q3,2024,Middle East & Africa,Saudi Arabia,Riyadh,Financial Services,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Partner Channel,54634.19,19371.24,5911.65,7844.64,6807.31,3702.41,17804.25,32.59,58849.35,54634.19
TXN-16824,2024-09-25,September,Q3,2024,Asia Pacific,Australia,Sydney,Consumer Goods,Marketing,Software Services,SaaS ERP License,SMB,Direct Sales,55050.93,11622.56,6363.87,8064.96,6571.04,5093.71,23905.83,43.42,49909.24,55050.93
TXN-16825,2024-09-25,September,Q3,2024,Europe,UK,London,Consumer Goods,Marketing,Software Services,Cloud Database Engine,Enterprise,Partner Channel,7000.87,1381.21,1000.43,1013.5,149.43,767.19,2838.54,40.55,6700.44,7000.87
TXN-16826,2024-09-25,September,Q3,2024,Latin America,Mexico,Mexico City,Enterprise Solutions,Operations,Hardware Systems,Storage Array V2,Mid-Market,Online Store,36965.59,24346.7,5792.47,6767.48,4780.36,853.26,-794.32,-2.15,35484.59,36965.59
TXN-16827,2024-09-25,September,Q3,2024,Europe,Germany,Frankfurt,Enterprise Solutions,Operations,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,14519.26,8766.68,2521.95,2440.51,564.76,505.83,284.29,1.96,14498.45,14519.26
TXN-16828,2024-09-25,September,Q3,2024,North America,USA,Chicago,Enterprise Solutions,Sales,Electronics,UltraBook Enterprise,Mid-Market ,Online Store,13788.26,8552.18,2186.47,2460.56,1360.82,432.32,156.73,1.14,13417.32,13788.26
TXN-16829,2024-09-25,September,Q3,2024,Middle East & Africa,Saudi Arabia,Riyadh,Digital Services,Sales,Software Services,SaaS ERP License,Consumer,Partner Channel,25911.27,5502.71,2611.31,4846.61,3130.38,2435.65,10514.99,40.58,25136.57,25911.27
TXN-16830,2024-09-25,September,Q3,2024,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Operations,Electronics,Smart Hub Pro,Enterprise,Partner Channel,12243.83,6800.95,2155.37,1570.3,601.39,479.95,1237.26,10.11,11611.33,12243.83
TXN-16831,2024-09-25,September,Q3,2024,Asia Pacific,Australia,Sydney,Enterprise Solutions,Sales,Electronics,Smart Hub Pro,Enterprise,Online Store,7012.66,4355.92,1215.68,1079.27,583.18,131.34,230.45,3.29,6692.62,7012.66
TXN-16832,2024-09-25,September,Q3,2024,Europe,France,Paris,Financial Services,Engineering,Hardware Systems,Server Rack X1,Enterprise,Online Store,56083.03,33721.15,6426.92,9164.41,2133.72,2248.48,4522.07,8.06,59684.23,56083.03
TXN-16833,2024-09-25,September,Q3,2024,Middle East & Africa,UAE,Dubai,Digital Services,Customer Support,Software Services,CyberShield Security,Enterprise,Partner Channel,42505.44,12134.58,8254.04,5293.93,,3271.54,13551.35,31.88,44123.41,42505.44
TXN-16834,2024-09-25,September,Q3,2024,Latin America,Brazil,Sao Paulo,Digital Services,Operations,Hardware Systems,Network Switch 48P,Enterprise,Partner Channel,29770.25,18914.82,4694.99,4217.39,3091.31,749.36,1193.69,4.01,30628.08,29770.25
TXN-16835,2024-09-26,September,Q3,2024,Asia Pacific,Singapore,Singapore,Enterprise Solutions,Operations,Professional Consulting,Advisory Subscription,Mid-Market,Reseller Network,22134.63,11165.04,2309.24,2721.48,2466.91,1504.69,4434.18,20.03,23320.6,22134.63
TXN-16836,2024-09-26,September,Q3,2024,North America,USA,New York,Digital Services,Sales,Electronics,UltraBook Enterprise,Enterprise,Partner Channel,4986.58,3440.5,842.47,778.17,1.75,74.55,-149.11,-2.99,5368.15,4986.58
TXN-16837,2024-09-26,September,Q3,2024,North America,USA,New York,Digital Services,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Mid-Market,Online Store,37966.52,16064.48,4570.54,6437.39,,2427.12,8466.99,22.3,37509.41,37966.52
TXN-16838,2024-09-26,September,Q3,2024,Asia Pacific,India,Mumbai,Digital Services,Sales,Software Services,AI Analytics Platform,SMB,Online Store,23347.56,4468.54,5104.31,3232.71,513.9,1750.66,8791.34,37.65,23448.29,23347.56
TXN-16839,2024-09-26,September,Q3,2024,North America,USA,New York,Consumer Goods,Engineering,Cloud Infrastructure,Load Balancer Cluster,SMB,Direct Sales,30104.66,10378.4,4666.37,4583.14,1178.8,2436.53,8040.22,26.71,33043.21,30104.66
TXN-16840,2024-09-26,September,Q3,2024,asia pacific,Australia,Sydney,Enterprise Solutions,Customer Support,Software Services,AI Analytics Platform,Consumer,Online Store,49993.11,10895.22,7471.54,6307.0,2530.04,3750.4,21568.95,43.14,49923.69,49993.11
TXN-16841,2024-09-26,September,Q3,2024,Europe,UK,London,Digital Services,Marketing,Software Services,CyberShield Security,Mid-Market,Direct Sales,18239.51,4104.83,2964.84,3502.09,450.03,1233.97,6433.78,35.27,17101.69,18239.51
TXN-16842,2024-09-26,September,Q3,2024,Asia Pacific,Japan,Tokyo,Financial Services,Marketing,Software Services,CyberShield Security,Enterprise,Direct Sales,25099.6,7029.51,2877.17,3703.72,2640.33,2314.05,9175.15,36.55,24234.62,25099.6
TXN-16843,2024-09-26,September,Q3,2024,Middle East & Africa,UAE,Dubai,Enterprise Solutions,Engineering,Software Services,AI Analytics Platform,SMB,Online Store,26379.91,5611.81,2823.83,4711.76,3041.52,2908.09,10324.42,39.14,27737.18,26379.91
TXN-16844,2024-09-27,September,Q3,2024,Europe,Germany,Frankfurt,Enterprise Solutions,Sales,Hardware Systems,Network Switch 48P,Mid-Market,Direct Sales,57445.78,30260.84,5808.91,10250.47,6070.93,2536.68,8588.88,14.95,51454.95,57445.78
TXN-16845,2024-09-27,September,Q3,2024,Middle East & Africa,South Africa,Johannesburg,Digital Services,Engineering,Electronics,Smart Hub Pro,Enterprise,Online Store,6898.49,4507.15,985.84,933.59,941.94,193.73,278.18,4.03,6448.64,6898.49
TXN-16846,2024-09-27,September,Q3,2024,North America,USA,San Francisco,Consumer Goods,Operations,Software Services,Cloud Database Engine,Consumer,Online Store,40577.86,8352.34,6211.39,7247.14,5267.07,4579.71,14187.28,34.96,45349.69,40577.86
TXN-16847,2024-09-28,September,Q3,2024,Europe,Germany,Frankfurt,Enterprise Solutions,Engineering,Electronics,Wireless Headset Pro,Mid-Market,Partner Channel,2275.86,1255.55,440.02,413.23,52.09,82.24,84.82,3.73,2185.48,2275.86
TXN-16848,2024-09-28,September,Q3,2024,North America,USA,San Francisco,Financial Services,Marketing,Hardware Systems,Edge Compute Node,,Direct Sales,88845.24,53394.89,10820.41,15100.42,13221.4,2517.79,7011.73,7.89,88162.92,88845.24
TXN-16849,2024-09-28,September,Q3,2024,North America,USA,San Francisco,Enterprise Solutions,Customer Support,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Partner Channel,29089.06,12622.72,5772.96,3766.02,3126.48,989.84,5937.52,20.41,27250.62,29089.06
TXN-16850,2024-09-28,September,Q3,2024,Latin America,Colombia,Bogota,Financial Services,Engineering,Software Services,CyberShield Security,Enterprise,Partner Channel,32442.48,8978.52,5168.98,4654.45,58.28,2216.73,11423.8,35.21,35916.77,32442.48
TXN-16851,2024-09-28,September,Q3,2024,Latin America,Mexico,Mexico City,Enterprise Solutions,Sales,Software Services,CyberShield Security,Consumer,Direct Sales,50195.91,9058.58,5979.01,6741.97,5871.39,5848.46,22567.89,44.96,44658.64,50195.91
TXN-16852,2024-09-28,September,Q3,2024,North America,USA,Chicago,Consumer Goods,Operations,Software Services,CyberShield Security,Enterprise,Direct Sales,38787.1,11621.73,6954.85,4656.31,755.9,1838.02,13716.19,35.36,38019.97,38787.1
TXN-16853,2024-09-28,September,Q3,2024,North America,USA,Chicago,Consumer Goods,Marketing,Electronics,Wireless Headset Pro,Enterprise,Online Store,1901.76,1061.6,197.4,251.98,1.16,83.07,307.71,16.18,1850.57,1901.76
TXN-16854,2024-09-28,September,Q3,2024,North America,Canada,Toronto,Financial Services,Customer Support,Electronics,4K Display Monitor,Enterprise,Direct Sales,10326.2,5782.69,1486.26,1932.56,156.51,287.36,837.33,8.11,9382.57,10326.2
TXN-16855,2024-09-28,September,Q3,2024,Europe,UK,London,Financial Services,Engineering,Professional Consulting,Advisory Subscription,Enterprise,Online Store,33194.55,16618.88,5252.14,4247.26,2334.07,1988.77,5087.5,15.33,32701.12,33194.55
TXN-16856,2024-09-29,September,Q3,2024,North America,USA,San Francisco,Enterprise Solutions,Engineering,Electronics,Wireless Headset Pro,Enterprise,Online Store,4427.34,2898.67,720.05,835.69,306.99,87.78,-114.85,-2.59,4460.3,4427.34
TXN-16857,2024-09-29,September,Q3,2024,Europe,Netherlands,Amsterdam,Digital Services,Operations,Hardware Systems,Server Rack X1,SMB,Direct Sales,54481.55,27813.4,6521.17,10570.41,7669.09,1695.01,7881.56,14.47,54930.57,54481.55
TXN-16858,2024-09-29,September,Q3,2024,North America,USA,Chicago,Digital Services,Sales,Software Services,CyberShield Security,Mid-Market,Online Store,27860.13,7237.69,5167.15,4096.16,3010.35,1766.41,9592.72,34.43,28449.69,27860.13
TXN-16859,2024-09-29,September,Q3,2024,North America,USA,San Francisco,Financial Services,Engineering,Electronics,Wireless Headset Pro,Mid-Market,Partner Channel,12319.2,6835.38,2294.08,2246.02,629.36,442.28,501.44,4.07,10922.48,12319.2
TXN-16860,2024-09-29,September,Q3,2024,North America,Canada,Toronto,Financial Services,Marketing,Software Services,CyberShield Security,Mid-Market,Direct Sales,39099.67,7212.21,4073.5,7419.25,2547.86,4387.29,16007.42,40.94,42426.2,39099.67
TXN-16861,2024-09-29,September,Q3,2024,Europe,France,Paris,Enterprise Solutions,Sales,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Online Store,36266.58,14440.84,3765.24,4735.78,4833.57,2954.98,10369.74,28.59,40105.88,36266.58
TXN-16862,2024-09-29,September,Q3,2024,North America,USA,Chicago,Financial Services,Marketing,Hardware Systems,Server Rack X1,Enterprise,Direct Sales,12374.64,6355.2,1447.17,2186.65,217.06,466.25,1919.37,15.51,12302.8,12374.64
TXN-16863,2024-09-29,September,Q3,2024,North America,USA,San Francisco,Enterprise Solutions,Sales,Professional Consulting,Implementation Services,,Direct Sales,7495.37,3176.79,911.34,1351.75,1093.32,530.07,1525.42,20.35,7977.89,7495.37
