Transaction ID,Date,Month,Quarter,Year,Region,Country,City,Business Unit,Department,Product Category,Product Name,Customer Segment,Sales Channel,Revenue,Cost of Goods Sold (COGS),Operating Expense,Marketing Expense,Discount,Tax,Profit,Profit Margin,Budget,Actual Sales,Gross Profit,Operating Profit,Gross Margin,Budget Variance,Budget Utilization,Total Expense,Cost Ratio
TXN-14926,2024-04-08,April,Q2,2024,Europe,Netherlands,Amsterdam,Financial Services,Engineering,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Partner Channel,55435.69,19891.38,8472.52,4038.47,1603.06,4286.38,18746.94,33.82,59812.02,55435.69,35544.31,23033.32,64.12,-4376.33,92.68,36688.75,66.18
TXN-14927,2024-04-08,April,Q2,2024,Asia Pacific,Australia,Sydney,Consumer Goods,Engineering,Hardware Systems,Edge Compute Node,Enterprise,Reseller Network,12658.33,6516.43,1499.26,1209.27,1182.65,809.99,2623.38,20.72,12199.54,12658.33,6141.9,3433.37,48.52,458.79,103.76,10034.95,79.28
TXN-14928,2024-04-08,April,Q2,2024,North America,USA,Chicago,Financial Services,Operations,Software Services,Cloud Database Engine,Mid-Market,Online Store,27932.26,5124.46,4042.79,1361.71,275.82,1525.98,15877.32,56.84,25167.93,27932.26,22807.8,17403.3,81.65,2764.33,110.98,12054.94,43.16
TXN-14929,2024-04-08,April,Q2,2024,Europe,UK,London,Consumer Goods,Sales,Hardware Systems,Edge Compute Node,Mid-Market,Reseller Network,90608.94,58563.98,17735.07,4249.62,4878.34,2027.06,8033.21,8.87,80106.96,90608.94,32044.96,10060.27,35.37,10501.98,113.11,82575.73,91.13
TXN-14930,2024-04-08,April,Q2,2024,Europe,France,Paris,Financial Services,Sales,Professional Consulting,24/7 Premium Support,SMB,Online Store,7230.47,3889.22,1328.64,708.24,250.38,186.28,1118.09,15.46,8019.13,7230.47,3341.25,1304.37,46.21,-788.66,90.17,6112.38,84.54
TXN-14931,2024-04-08,April,Q2,2024,North America,USA,Chicago,Enterprise Solutions,Sales,Software Services,Saas Erp License,Mid-Market,Direct Sales,49016.75,10837.76,7397.73,2214.12,5205.74,4127.84,24439.3,49.86,54501.39,49016.75,38178.99,28567.14,77.89,-5484.64,89.94,24577.45,50.14
TXN-14932,2024-04-08,April,Q2,2024,North America,USA,San Francisco,Consumer Goods,Marketing,Hardware Systems,Storage Array V2,Enterprise,Direct Sales,21878.34,11601.45,3538.0,2467.53,2657.89,662.09,3609.27,16.5,22202.26,21878.34,10276.89,4271.36,46.97,-323.92,98.54,18269.07,83.5
TXN-14933,2024-04-08,April,Q2,2024,Latin America,Mexico,Mexico City,Consumer Goods,Engineering,Hardware Systems,Network Switch 48P,SMB,Online Store,51507.09,32931.97,10031.21,4843.41,6265.02,1496.4,2204.1,4.28,56119.09,51507.09,18575.12,3700.5,36.06,-4612.0,91.78,49302.99,95.72
TXN-14934,2024-04-08,April,Q2,2024,North America,USA,San Francisco,Enterprise Solutions,Operations,Electronics,Ultrabook Enterprise,SMB,Reseller Network,1501.94,1075.73,184.6,163.92,209.43,19.38,58.31,3.88,1651.06,1501.94,426.21,77.69,28.38,-149.12,90.97,1443.63,96.12
TXN-14935,2024-04-08,April,Q2,2024,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Customer Support,Cloud Infrastructure,Load Balancer Cluster,SMB,Partner Channel,56619.75,23880.12,7175.78,4956.09,1381.13,2884.53,17723.23,31.3,55495.61,56619.75,32739.63,20607.76,57.82,1124.14,102.03,38896.52,68.7
TXN-14936,2024-04-08,April,Q2,2024,Europe,Germany,Frankfurt,Consumer Goods,Customer Support,Hardware Systems,Edge Compute Node,Mid-Market,Partner Channel,28580.53,16679.5,5791.04,2756.77,3773.04,765.72,2587.5,9.05,30404.28,28580.53,11901.03,3353.22,41.64,-1823.75,94.0,25993.03,90.95
TXN-14937,2024-04-08,April,Q2,2024,North America,USA,New York,Enterprise Solutions,Marketing,Electronics,4K Display Monitor,SMB,Partner Channel,2157.02,1241.43,280.34,258.82,266.1,96.24,280.19,12.99,2396.93,2157.02,915.59,376.43,42.45,-239.91,89.99,1876.83,87.01
TXN-14938,2024-04-08,April,Q2,2024,Asia Pacific,Australia,Sydney,Enterprise Solutions,Operations,Software Services,Ai Analytics Platform,Enterprise,Partner Channel,12593.88,2431.7,2502.41,1287.51,896.89,692.7,5679.56,45.1,11984.27,12593.88,10162.18,6372.26,80.69,609.61,105.09,6914.32,54.9
TXN-14939,2024-04-09,April,Q2,2024,Europe,Netherlands,Amsterdam,Digital Services,Operations,Software Services,Cloud Database Engine,Enterprise,Direct Sales,17227.18,4223.51,1760.81,1387.21,2573.02,1763.64,8092.01,46.97,18340.9,17227.18,13003.67,9855.65,75.48,-1113.72,93.93,9135.17,53.03
TXN-14940,2024-04-09,April,Q2,2024,Asia Pacific,Japan,Tokyo,Consumer Goods,Customer Support,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,49459.19,14722.95,7165.13,4958.51,5054.98,3815.59,18797.01,38.01,45670.84,49459.19,34736.24,22612.6,70.23,3788.35,108.29,30662.18,61.99
TXN-14941,2024-04-09,April,Q2,2024,Europe,Netherlands,Amsterdam,Digital Services,Operations,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Reseller Network,44706.65,18538.87,6928.08,2832.23,3306.32,1710.33,14697.14,32.87,49320.35,44706.65,26167.78,16407.47,58.53,-4613.7,90.65,30009.51,67.13
TXN-14942,2024-04-09,April,Q2,2024,North America,USA,Chicago,Enterprise Solutions,Operations,Software Services,Ai Analytics Platform,Consumer,Direct Sales,18285.97,4680.8,2986.95,885.14,2547.11,1498.39,8234.69,45.03,17413.76,18285.97,13605.17,9733.08,74.4,872.21,105.01,10051.28,54.97
TXN-14943,2024-04-09,April,Q2,2024,Europe,UK,London,Enterprise Solutions,Marketing,Software Services,Cybershield Security,Mid-Market,Online Store,12148.09,3033.23,2370.07,1303.26,40.0,812.49,4629.04,38.11,13543.0,12148.09,9114.86,5441.53,75.03,-1394.91,89.7,7519.05,61.89
TXN-14944,2024-04-09,April,Q2,2024,North America,USA,San Francisco,Enterprise Solutions,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Reseller Network,63675.54,22009.81,9234.61,4621.22,1724.73,3830.55,23979.35,37.66,70996.06,63675.54,41665.73,27809.9,65.43,-7320.52,89.69,39696.19,62.34
TXN-14945,2024-04-09,April,Q2,2024,Europe,Netherlands,Amsterdam,Enterprise Solutions,Marketing,Electronics,4K Display Monitor,Mid-Market,Partner Channel,4705.05,2990.39,963.37,474.92,163.6,85.23,191.14,4.06,4485.75,4705.05,1714.66,276.37,36.44,219.3,104.89,4513.91,95.94
TXN-14946,2024-04-09,April,Q2,2024,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Customer Support,Software Services,Saas Erp License,Consumer,Direct Sales,35126.89,7018.29,7692.8,1710.74,2377.69,2153.81,16551.25,47.12,31178.76,35126.89,28108.6,18705.06,80.02,3948.13,112.66,18575.64,52.88
TXN-14947,2024-04-09,April,Q2,2024,Middle East & Africa,Saudi Arabia,Riyadh,Consumer Goods,Sales,Hardware Systems,Storage Array V2,Enterprise,Reseller Network,82917.96,49485.54,9934.19,6118.92,6844.03,2372.28,15007.03,18.1,90051.43,82917.96,33432.42,17379.31,40.32,-7133.47,92.08,67910.93,81.9
TXN-14948,2024-04-09,April,Q2,2024,Latin America,Colombia,Bogota,Enterprise Solutions,Engineering,Software Services,Ai Analytics Platform,SMB,Direct Sales,21883.2,5806.23,3370.49,1256.18,639.3,1534.86,9915.44,45.31,22225.5,21883.2,16076.97,11450.3,73.47,-342.3,98.46,11967.76,54.69
TXN-14949,2024-04-09,April,Q2,2024,Europe,Germany,Frankfurt,Financial Services,Customer Support,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Online Store,47893.55,18318.15,5236.25,4892.24,4297.54,3579.01,15867.9,33.13,42179.67,47893.55,29575.4,19446.91,61.75,5713.88,113.55,32025.65,66.87
TXN-14950,2024-04-09,April,Q2,2024,North America,USA,New York,Enterprise Solutions,Marketing,Electronics,4K Display Monitor,Enterprise,Direct Sales,5836.15,3930.54,880.61,507.53,438.67,156.24,361.23,6.19,6141.57,5836.15,1905.61,517.47,32.65,-305.42,95.03,5474.92,93.81
TXN-14951,2024-04-10,April,Q2,2024,Europe,Netherlands,Amsterdam,Consumer Goods,Engineering,Cloud Infrastructure,Dedicated Cloud Compute,Consumer,Reseller Network,35557.37,10814.57,5154.3,3968.47,1536.19,2785.45,12834.58,36.1,32860.16,35557.37,24742.8,15620.03,69.59,2697.21,108.21,22722.79,63.9
TXN-14952,2024-04-10,April,Q2,2024,Latin America,Colombia,Bogota,Digital Services,Marketing,Electronics,Smart Hub Pro,Mid-Market,Partner Channel,16313.32,11252.99,2644.06,1930.05,1485.53,208.98,277.24,1.7,17215.25,16313.32,5060.33,486.22,31.02,-901.93,94.76,16036.08,98.3
TXN-14953,2024-04-10,April,Q2,2024,Latin America,Mexico,Mexico City,Digital Services,Customer Support,Electronics,Ultrabook Enterprise,Mid-Market,Direct Sales,13313.24,8636.46,2015.21,563.4,1886.75,345.4,1752.77,13.17,14284.92,13313.24,4676.78,2098.17,35.13,-971.68,93.2,11560.47,86.83
TXN-14954,2024-04-10,April,Q2,2024,Europe,UK,London,Digital Services,Engineering,Electronics,Wireless Headset Pro,Mid-Market,Reseller Network,15604.09,9783.99,3193.13,1851.57,1561.46,278.21,497.19,3.19,14740.21,15604.09,5820.1,775.4,37.3,863.88,105.86,15106.9,96.81
TXN-14955,2024-04-10,April,Q2,2024,Asia Pacific,India,Mumbai,Consumer Goods,Marketing,Software Services,Cloud Database Engine,Consumer,Partner Channel,18636.2,3169.11,2511.71,1242.69,2047.99,1587.35,10125.34,54.33,20863.31,18636.2,15467.09,11712.69,82.99,-2227.11,89.33,8510.86,45.67
TXN-14956,2024-04-10,April,Q2,2024,North America,USA,Chicago,Financial Services,Customer Support,Software Services,Saas Erp License,Enterprise,Online Store,7795.6,1904.19,1441.14,667.84,548.99,383.08,3399.35,43.61,6881.37,7795.6,5891.41,3782.43,75.57,914.23,113.29,4396.25,56.39
TXN-14957,2024-04-10,April,Q2,2024,North America,Canada,Toronto,Financial Services,Marketing,Software Services,Cybershield Security,Mid-Market,Online Store,13069.2,3441.06,2609.09,765.92,1246.58,826.94,5426.19,41.52,11684.27,13069.2,9628.14,6253.13,73.67,1384.93,111.85,7643.01,58.48
TXN-14958,2024-04-10,April,Q2,2024,Latin America,Brazil,Sao Paulo,Enterprise Solutions,Engineering,Professional Consulting,Advisory Subscription,Enterprise,Direct Sales,33618.56,17821.32,6287.4,1540.44,4584.61,1693.47,6275.93,18.67,35842.34,33618.56,15797.24,7969.4,46.99,-2223.78,93.8,27342.63,81.33
TXN-14959,2024-04-10,April,Q2,2024,Europe,France,Paris,Enterprise Solutions,Operations,Software Services,Saas Erp License,Enterprise,Online Store,34580.91,8453.3,6355.86,3554.88,3932.11,2716.7,13500.17,39.04,38223.32,34580.91,26127.61,16216.87,75.56,-3642.41,90.47,21080.74,60.96
TXN-14960,2024-04-10,April,Q2,2024,Asia Pacific,Japan,Tokyo,Financial Services,Operations,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,65668.88,21616.88,12896.46,4008.84,2522.11,3806.3,23340.4,35.54,71119.62,65668.88,44052.0,27146.7,67.08,-5450.74,92.34,42328.48,64.46
TXN-14961,2024-04-10,April,Q2,2024,Asia Pacific,Singapore,Singapore,Enterprise Solutions,Engineering,Electronics,Smart Hub Pro,Enterprise,Partner Channel,4546.07,3150.17,925.05,382.32,274.72,75.02,13.51,0.3,4954.16,4546.07,1395.9,88.53,30.71,-408.09,91.76,4532.56,99.7
TXN-14962,2024-04-11,April,Q2,2024,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Sales,Electronics,Wireless Headset Pro,Mid-Market,Online Store,11465.53,7399.81,2152.64,1315.54,641.58,231.71,365.83,3.19,10131.03,11465.53,4065.72,597.54,35.46,1334.5,113.17,11099.7,96.81
TXN-14963,2024-04-11,April,Q2,2024,Europe,France,Paris,Enterprise Solutions,Marketing,Hardware Systems,Network Switch 48P,SMB,Online Store,56074.25,34563.03,9339.96,5608.73,7524.0,1626.24,4936.29,8.8,50830.3,56074.25,21511.22,6562.53,38.36,5243.95,110.32,51137.96,91.2
TXN-14964,2024-04-11,April,Q2,2024,North America,USA,New York,Consumer Goods,Sales,Software Services,Saas Erp License,Mid-Market,Direct Sales,16389.18,4262.72,3577.24,899.7,0.0,983.75,6665.77,40.67,15300.91,16389.18,12126.46,7649.52,73.99,1088.27,107.11,9723.41,59.33
TXN-14965,2024-04-11,April,Q2,2024,North America,USA,San Francisco,Enterprise Solutions,Engineering,Hardware Systems,Server Rack X1,Enterprise,Online Store,89351.7,52386.31,12025.28,4265.91,8019.75,4268.73,16405.47,18.36,80361.39,89351.7,36965.39,20674.2,41.37,8990.31,111.19,72946.23,81.64
TXN-14966,2024-04-11,April,Q2,2024,Europe,Germany,Frankfurt,Digital Services,Operations,Professional Consulting,Advisory Subscription,Enterprise,Direct Sales,16901.1,7800.33,2608.34,1340.08,147.68,949.82,4202.53,24.87,17849.12,16901.1,9100.77,5152.35,53.85,-948.02,94.69,12698.57,75.13
TXN-14967,2024-04-11,April,Q2,2024,North America,USA,Chicago,Digital Services,Marketing,Software Services,Cloud Database Engine,Enterprise,Direct Sales,25104.18,4932.49,5495.08,1371.28,72.04,1364.92,11940.41,47.56,27463.16,25104.18,20171.69,13305.33,80.35,-2358.98,91.41,13163.77,52.44
TXN-14968,2024-04-11,April,Q2,2024,Asia Pacific,Japan,Tokyo,Digital Services,Sales,Hardware Systems,Edge Compute Node,SMB,Direct Sales,72060.33,44197.38,9767.65,3187.12,2571.09,2568.69,12339.49,17.12,73773.01,72060.33,27862.95,14908.18,38.67,-1712.68,97.68,59720.84,82.88
TXN-14969,2024-04-11,April,Q2,2024,Europe,Germany,Frankfurt,Consumer Goods,Operations,Hardware Systems,Server Rack X1,Mid-Market,Reseller Network,50149.62,26997.52,9997.14,3262.05,4468.09,1151.61,8741.3,17.43,52772.7,50149.62,23152.1,9892.91,46.17,-2623.08,95.03,41408.32,82.57
TXN-14970,2024-04-11,April,Q2,2024,Europe,Germany,Frankfurt,Consumer Goods,Operations,Software Services,Cloud Database Engine,SMB,Direct Sales,42602.79,8390.31,8411.36,1938.17,2202.97,4051.84,19811.11,46.5,40443.07,42602.79,34212.48,23862.95,80.31,2159.72,105.34,22791.68,53.5
TXN-14971,2024-04-11,April,Q2,2024,North America,USA,Chicago,Financial Services,Engineering,Electronics,4K Display Monitor,Enterprise,Online Store,10977.92,6798.91,1976.17,537.31,529.27,184.51,1481.02,13.49,12069.91,10977.92,4179.01,1665.53,38.07,-1091.99,90.95,9496.9,86.51
TXN-14972,2024-04-11,April,Q2,2024,Latin America,Mexico,Mexico City,Financial Services,Engineering,Software Services,Saas Erp License,Enterprise,Direct Sales,25510.02,6085.13,2950.23,2214.26,1155.7,1745.73,12514.67,49.06,27319.09,25510.02,19424.89,14260.4,76.15,-1809.07,93.38,12995.35,50.94
TXN-14973,2024-04-12,April,Q2,2024,Europe,Netherlands,Amsterdam,Consumer Goods,Customer Support,Professional Consulting,24/7 Premium Support,Enterprise,Direct Sales,22739.32,11535.04,3877.85,2161.25,2205.91,1286.52,3878.66,17.06,24736.29,22739.32,11204.28,5165.18,49.27,-1996.97,91.93,18860.66,82.94
TXN-14974,2024-04-12,April,Q2,2024,North America,USA,San Francisco,Digital Services,Sales,Hardware Systems,Edge Compute Node,Consumer,Direct Sales,62798.94,41531.23,6660.75,6925.74,7205.79,1472.2,6209.02,9.89,60169.09,62798.94,21267.71,7681.22,33.87,2629.85,104.37,56589.92,90.11
TXN-14975,2024-04-12,April,Q2,2024,North America,Canada,Toronto,Enterprise Solutions,Sales,Software Services,Cloud Database Engine,Enterprise,Direct Sales,47603.18,11609.14,5975.16,4965.92,6589.75,3612.6,21440.36,45.04,43865.19,47603.18,35994.04,25052.96,75.61,3737.99,108.52,26162.82,54.96
TXN-14976,2024-04-12,April,Q2,2024,North America,USA,Chicago,Digital Services,Customer Support,Electronics,Smart Hub Pro,Enterprise,Reseller Network,12552.74,7195.45,2086.53,1115.7,834.98,415.96,1739.1,13.85,12691.29,12552.74,5357.29,2155.06,42.68,-138.55,98.91,10813.64,86.15
TXN-14977,2024-04-12,April,Q2,2024,Latin America,Mexico,Mexico City,Financial Services,Engineering,Professional Consulting,24/7 Premium Support,Enterprise,Online Store,28585.47,12891.81,6236.83,3067.09,2114.46,1441.41,4948.33,17.31,28263.43,28585.47,15693.66,6389.74,54.9,322.04,101.14,23637.14,82.69
TXN-14978,2024-04-12,April,Q2,2024,North America,USA,Chicago,Digital Services,Customer Support,Electronics,Wireless Headset Pro,Enterprise,Reseller Network,13679.54,8935.14,2841.11,754.52,156.4,295.08,853.69,6.24,15010.56,13679.54,4744.4,1148.77,34.68,-1331.02,91.13,12825.85,93.76
TXN-14979,2024-04-12,April,Q2,2024,Europe,Germany,Frankfurt,Consumer Goods,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Online Store,44180.88,18227.37,5301.48,3384.71,1078.59,2960.18,14307.14,32.38,47066.73,44180.88,25953.51,17267.32,58.74,-2885.85,93.87,29873.74,67.62
TXN-14980,2024-04-12,April,Q2,2024,Latin America,Brazil,Sao Paulo,Consumer Goods,Marketing,Professional Consulting,Advisory Subscription,Enterprise,Partner Channel,12352.28,5822.31,2089.87,1624.94,1674.4,582.34,2232.82,18.08,11439.32,12352.28,6529.97,2815.16,52.86,912.96,107.98,10119.46,81.92
TXN-14981,2024-04-12,April,Q2,2024,North America,USA,San Francisco,Financial Services,Marketing,Hardware Systems,Server Rack X1,Mid-Market,Direct Sales,22052.79,12974.26,3105.9,1129.53,695.9,759.09,4084.01,18.52,20110.65,22052.79,9078.53,4843.1,41.17,1942.14,109.66,17968.78,81.48
TXN-14982,2024-04-12,April,Q2,2024,Middle East & Africa,Saudi Arabia,Riyadh,Enterprise Solutions,Marketing,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,14454.9,2248.47,2776.94,1623.55,37.31,1083.89,6722.05,46.5,15817.12,14454.9,12206.43,7805.94,84.44,-1362.22,91.39,7732.85,53.5
TXN-14983,2024-04-12,April,Q2,2024,North America,USA,San Francisco,Digital Services,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,SMB,Direct Sales,53466.13,23573.15,6297.64,3620.63,5863.06,3573.42,16401.29,30.68,47530.04,53466.13,29892.98,19974.71,55.91,5936.09,112.49,37064.84,69.32
TXN-14984,2024-04-12,April,Q2,2024,North America,USA,New York,Digital Services,Marketing,Software Services,Ai Analytics Platform,Mid-Market,Direct Sales,35589.59,9513.32,6938.83,1530.74,5056.54,2653.69,14953.01,42.02,38969.45,35589.59,26076.27,17606.7,73.27,-3379.86,91.33,20636.58,57.98
TXN-14985,2024-04-13,April,Q2,2024,Asia Pacific,Australia,Sydney,Enterprise Solutions,Sales,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Online Store,59674.91,25965.59,10188.81,2684.12,6465.98,3417.64,17418.75,29.19,58983.0,59674.91,33709.32,20836.39,56.49,691.91,101.17,42256.16,70.81
TXN-14986,2024-04-13,April,Q2,2024,North America,USA,Chicago,Digital Services,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Partner Channel,24144.9,8639.65,3305.82,2153.42,559.61,1855.03,8190.98,33.92,26607.26,24144.9,15505.25,10046.01,64.22,-2462.36,90.75,15953.92,66.08
TXN-14987,2024-04-13,April,Q2,2024,Latin America,Brazil,Sao Paulo,Consumer Goods,Customer Support,Software Services,Cybershield Security,Enterprise,Partner Channel,47338.91,9693.5,10002.45,4300.16,1991.53,3869.33,19473.47,41.14,50839.51,47338.91,37645.41,23342.8,79.52,-3500.6,93.11,27865.44,58.86
TXN-14988,2024-04-13,April,Q2,2024,Asia Pacific,Singapore,Singapore,Digital Services,Sales,Software Services,Cloud Database Engine,Enterprise,Direct Sales,10647.0,2894.93,2044.31,1187.73,112.83,819.24,3700.79,34.76,11210.36,10647.0,7752.07,4520.03,72.81,-563.36,94.97,6946.21,65.24
TXN-14989,2024-04-14,April,Q2,2024,Europe,France,Paris,Digital Services,Operations,Hardware Systems,Server Rack X1,Consumer,Reseller Network,77272.23,50345.64,15491.62,3553.16,6661.92,1453.05,6428.76,8.32,71685.26,77272.23,26926.59,7881.81,34.85,5586.97,107.79,70843.47,91.68
TXN-14990,2024-04-14,April,Q2,2024,North America,Canada,Toronto,Digital Services,Marketing,Software Services,Saas Erp License,SMB,Direct Sales,21675.71,4801.38,4261.95,1964.27,2431.91,1316.7,9331.41,43.05,20308.91,21675.71,16874.33,10648.11,77.85,1366.8,106.73,12344.3,56.95
TXN-14991,2024-04-14,April,Q2,2024,Europe,Germany,Frankfurt,Enterprise Solutions,Sales,Electronics,Smart Hub Pro,SMB,Reseller Network,11337.61,6922.97,1696.68,685.84,1209.62,314.22,1717.9,15.15,10065.49,11337.61,4414.64,2032.12,38.94,1272.12,112.64,9619.71,84.85
TXN-14992,2024-04-14,April,Q2,2024,North America,Canada,Toronto,Consumer Goods,Sales,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,13231.05,4353.51,2558.21,1431.08,1730.91,843.52,4044.73,30.57,14663.02,13231.05,8877.54,4888.25,67.1,-1431.97,90.23,9186.32,69.43
TXN-14993,2024-04-14,April,Q2,2024,North America,USA,San Francisco,Digital Services,Marketing,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Online Store,18938.44,8471.54,2513.6,1618.67,1257.05,794.79,5539.84,29.25,20214.82,18938.44,10466.9,6334.63,55.27,-1276.38,93.69,13398.6,70.75
TXN-14994,2024-04-14,April,Q2,2024,North America,Canada,Toronto,Digital Services,Marketing,Software Services,Cybershield Security,SMB,Reseller Network,29366.37,5469.3,4287.96,2792.77,1267.85,1869.64,14946.7,50.9,27803.68,29366.37,23897.07,16816.34,81.38,1562.69,105.62,14419.67,49.1
TXN-14995,2024-04-14,April,Q2,2024,North America,USA,Chicago,Consumer Goods,Operations,Electronics,Wireless Headset Pro,SMB,Direct Sales,14385.61,10347.56,2112.63,1090.76,617.08,176.98,657.68,4.57,14858.23,14385.61,4038.05,834.66,28.07,-472.62,96.82,13727.93,95.43
TXN-14996,2024-04-14,April,Q2,2024,Latin America,Mexico,Mexico City,Financial Services,Engineering,Software Services,Ai Analytics Platform,Mid-Market,Partner Channel,8712.48,2219.21,1503.4,953.58,215.83,430.19,3606.1,41.39,9366.71,8712.48,6493.27,4036.29,74.53,-654.23,93.02,5106.38,58.61
TXN-14997,2024-04-14,April,Q2,2024,North America,USA,Chicago,Digital Services,Marketing,Software Services,Cloud Database Engine,Mid-Market,Partner Channel,38299.93,9047.54,7114.18,4525.18,62.07,3240.88,14372.15,37.53,40993.11,38299.93,29252.39,17613.03,76.38,-2693.18,93.43,23927.78,62.47
TXN-14998,2024-04-15,April,Q2,2024,Asia Pacific,Japan,Tokyo,Consumer Goods,Customer Support,Electronics,Ultrabook Enterprise,Enterprise,Direct Sales,12522.21,8179.65,1487.91,642.24,133.55,423.49,1788.92,14.29,11964.31,12522.21,4342.56,2212.41,34.68,557.9,104.66,10733.29,85.71
TXN-14999,2024-04-15,April,Q2,2024,North America,USA,San Francisco,Digital Services,Sales,Electronics,4K Display Monitor,Enterprise,Direct Sales,14380.22,8463.91,2321.38,1325.64,121.48,338.26,1931.03,13.43,15371.09,14380.22,5916.31,2269.29,41.14,-990.87,93.55,12449.19,86.57
TXN-15000,2024-04-15,April,Q2,2024,North America,USA,San Francisco,Enterprise Solutions,Sales,Software Services,Saas Erp License,Mid-Market,Online Store,23204.46,4000.92,5029.43,2119.81,676.14,2319.57,9734.73,41.95,25000.14,23204.46,19203.54,12054.3,82.76,-1795.68,92.82,13469.73,58.05
TXN-15001,2024-04-15,April,Q2,2024,Asia Pacific,India,Mumbai,Enterprise Solutions,Engineering,Cloud Infrastructure,Dedicated Cloud Compute,Enterprise,Direct Sales,56667.03,24992.27,10168.01,3674.24,3710.25,2138.95,15693.56,27.69,61845.64,56667.03,31674.76,17832.51,55.9,-5178.61,91.63,40973.47,72.31
TXN-15002,2024-04-15,April,Q2,2024,Asia Pacific,Japan,Tokyo,Digital Services,Customer Support,Software Services,Ai Analytics Platform,Enterprise,Direct Sales,6541.35,1043.83,679.58,2095.03,860.05,522.18,2200.73,33.64,6509.5,6541.35,5497.52,2722.91,84.04,31.85,100.49,4340.62,66.36
TXN-15003,2024-04-15,April,Q2,2024,Europe,France,Paris,Digital Services,Operations,Hardware Systems,Server Rack X1,Enterprise,Direct Sales,52646.08,29724.92,9768.35,3822.14,736.33,2005.3,7325.37,13.91,48655.33,52646.08,22921.16,9330.67,43.54,3990.75,108.2,45320.71,86.09
TXN-15004,2024-04-15,April,Q2,2024,North America,USA,San Francisco,Financial Services,Engineering,Professional Consulting,Implementation Services,Mid-Market,Direct Sales,9097.23,4456.33,914.72,497.77,857.43,384.64,2843.77,31.26,9791.37,9097.23,4640.9,3228.41,51.01,-694.14,92.91,6253.46,68.74
TXN-15005,2024-04-15,April,Q2,2024,Europe,UK,London,Consumer Goods,Marketing,Software Services,Saas Erp License,Mid-Market,Partner Channel,16635.72,4704.3,3380.99,745.86,0.0,779.07,7025.5,42.23,18177.47,16635.72,11931.42,7804.57,71.72,-1541.75,91.52,9610.22,57.77
TXN-15006,2024-04-15,April,Q2,2024,North America,USA,San Francisco,Financial Services,Marketing,Hardware Systems,Storage Array V2,SMB,Partner Channel,85867.09,53909.66,17622.34,4549.01,10479.83,2512.89,7273.19,8.47,92369.11,85867.09,31957.43,9786.08,37.22,-6502.02,92.96,78593.9,91.53
TXN-15007,2024-04-15,April,Q2,2024,Asia Pacific,Australia,Sydney,Enterprise Solutions,Operations,Electronics,4K Display Monitor,Consumer,Partner Channel,3108.56,1889.39,590.18,310.95,79.26,79.89,238.15,7.66,3337.83,3108.56,1219.17,318.04,39.22,-229.27,93.13,2870.41,92.34
TXN-15008,2024-04-15,April,Q2,2024,Middle East & Africa,UAE,Dubai,Digital Services,Customer Support,Electronics,Ultrabook Enterprise,SMB,Reseller Network,4132.13,2315.6,510.87,693.61,545.11,141.89,470.16,11.38,3963.4,4132.13,1816.53,612.05,43.96,168.73,104.26,3661.97,88.62
TXN-15009,2024-04-15,April,Q2,2024,Asia Pacific,Japan,Tokyo,Digital Services,Marketing,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Reseller Network,52344.78,21649.54,11266.78,3897.26,325.17,3479.56,12051.64,23.02,57813.16,52344.78,30695.24,15531.2,58.64,-5468.38,90.54,40293.14,76.98
TXN-15010,2024-04-15,April,Q2,2024,Middle East & Africa,Saudi Arabia,Riyadh,Financial Services,Sales,Electronics,Smart Hub Pro,Mid-Market,Partner Channel,8533.27,5265.71,1839.94,783.5,521.41,212.69,431.43,5.06,9130.79,8533.27,3267.56,644.12,38.29,-597.52,93.46,8101.84,94.94
TXN-15011,2024-04-15,April,Q2,2024,Europe,France,Paris,Financial Services,Operations,Electronics,Wireless Headset Pro,Enterprise,Online Store,5349.0,3772.71,853.57,542.0,35.4,85.4,95.32,1.78,4910.97,5349.0,1576.29,180.72,29.47,438.03,108.92,5253.68,98.22
TXN-15012,2024-04-15,April,Q2,2024,Europe,France,Paris,Enterprise Solutions,Sales,Professional Consulting,24/7 Premium Support,Enterprise,Direct Sales,27027.87,11636.33,2869.58,3143.2,1335.85,1527.57,7851.19,29.05,25551.97,27027.87,15391.54,9378.76,56.95,1475.9,105.78,19176.68,70.95
